Skill ID;Skill Name;Course Slug;Code;Series;Course Type;Awarded Level;Confidence
SK-028;Planning & Scheduling;chapter-14-the-sticky-note-format-scorm12-ipzawrxc;LEAN-12;LEAN;SKILLS;Working;A
SK-008;Accountability;chapter-14-the-sticky-note-format-scorm12-ipzawrxc;LEAN-12;LEAN;SKILLS;Working;A
SK-009;Accountability in Leadership;chapter-14-the-sticky-note-format-scorm12-ipzawrxc;LEAN-12;LEAN;SKILLS;Learning;B
SK-041;Focus on Flow;chapter-14-the-sticky-note-format-scorm12-ipzawrxc;LEAN-12;LEAN;SKILLS;Learning;B
SK-042;Pull Planning;chapter-14-the-sticky-note-format-scorm12-ipzawrxc;LEAN-12;LEAN;SKILLS;Learning;B
SK-040;Continuous Improvement;chapter-15-continuous-improvement-scorm12-s6uwlft8;LEAN-13;LEAN;SKILLS;Working;A
SK-019;Conducting Evaluations;chapter-15-continuous-improvement-scorm12-s6uwlft8;LEAN-13;LEAN;SKILLS;Working;A
SK-041;Focus on Flow;chapter-15-continuous-improvement-scorm12-s6uwlft8;LEAN-13;LEAN;SKILLS;Learning;B
SK-050;Eight Wastes Recognition;chapter-15-continuous-improvement-scorm12-s6uwlft8;LEAN-13;LEAN;SKILLS;Learning;B
SK-051;Eliminate Waste;chapter-15-continuous-improvement-scorm12-s6uwlft8;LEAN-13;LEAN;SKILLS;Learning;B
SK-041;Focus on Flow;chapter-16-training-the-industry-scorm12-lnugtlxm;LEAN-14;LEAN;SKILLS;Working;A
SK-046;Lean Mindset;chapter-16-training-the-industry-scorm12-lnugtlxm;LEAN-14;LEAN;SKILLS;Working;A
SK-050;Eight Wastes Recognition;chapter-16-training-the-industry-scorm12-lnugtlxm;LEAN-14;LEAN;SKILLS;Learning;B
SK-028;Planning & Scheduling;chapter-17-reshaping-the-industry-scorm12-ltddpgc0;LEAN-15;LEAN;SKILLS;Working;B
SK-044;Lean Fundamentals;chapter-17-reshaping-the-industry-scorm12-ltddpgc0;LEAN-15;LEAN;SKILLS;Working;B
SK-050;Eight Wastes Recognition;chapter-17-reshaping-the-industry-scorm12-ltddpgc0;LEAN-15;LEAN;SKILLS;Learning;B
SK-051;Eliminate Waste;chapter-17-reshaping-the-industry-scorm12-ltddpgc0;LEAN-15;LEAN;SKILLS;Learning;B
SK-044;Lean Fundamentals;construction-management-introduction-to-lean-construction-scorm12-ix45_zjt;LEAN-17;LEAN;SKILLS;Working;A
SK-028;Planning & Scheduling;construction-management-introduction-to-lean-construction-scorm12-ix45_zjt;LEAN-17;LEAN;SKILLS;Working;A
SK-037;Empowering Teams;construction-management-introduction-to-lean-construction-scorm12-ix45_zjt;LEAN-17;LEAN;SKILLS;Learning;B
SK-040;Continuous Improvement;construction-management-introduction-to-lean-construction-scorm12-ix45_zjt;LEAN-17;LEAN;SKILLS;Learning;B
SK-042;Pull Planning;construction-management-introduction-to-lean-construction-scorm12-ix45_zjt;LEAN-17;LEAN;SKILLS;Learning;B
SK-049;Productivity Execution;on-site-productivity-scorm12-m7-7zmzj;LEAN-18;LEAN;SKILLS;Working;C
SK-050;Eight Wastes Recognition;the-eight-wastes-of-construction-scorm12-9_faca08;LEAN-19;LEAN;SKILLS;Working;C
SK-018;Foreman Role & Responsibilities;abnormal-lockout-removal-procedures-scorm12-nyjwgrko;LOTO-00;LOTO;SKILLS;Working;B
SK-096;LOTO Fundamentals;abnormal-lockout-removal-procedures-scorm12-nyjwgrko;LOTO-00;LOTO;SKILLS;Working;B
SK-008;Accountability;abnormal-lockout-removal-procedures-scorm12-nyjwgrko;LOTO-00;LOTO;SKILLS;Learning;B
SK-009;Accountability in Leadership;abnormal-lockout-removal-procedures-scorm12-nyjwgrko;LOTO-00;LOTO;SKILLS;Learning;B
SK-052;Documentation & Reporting;abnormal-lockout-removal-procedures-scorm12-nyjwgrko;LOTO-00;LOTO;SKILLS;Learning;B
SK-094;Complex LOTO Procedures;complex-lockout-tagout-procedures-scorm12-hn7-fup1;LOTO-01;LOTO;SKILLS;Working;B
SK-096;LOTO Fundamentals;complex-lockout-tagout-procedures-scorm12-hn7-fup1;LOTO-01;LOTO;SKILLS;Working;B
SK-083;Safety;complex-lockout-tagout-procedures-scorm12-hn7-fup1;LOTO-01;LOTO;SKILLS;Learning;B
SK-095;Hazardous Energy Control;complex-lockout-tagout-procedures-scorm12-hn7-fup1;LOTO-01;LOTO;SKILLS;Learning;B
SK-098;Simple LOTO Procedures;complex-lockout-tagout-procedures-scorm12-hn7-fup1;LOTO-01;LOTO;SKILLS;Learning;B
SK-096;LOTO Fundamentals;lockout-tagout-procedures-scorm12-l3swtzib;LOTO-02;LOTO;SKILLS;Working;B
SK-005;Culture;lockout-tagout-procedures-scorm12-l3swtzib;LOTO-02;LOTO;SKILLS;Working;B
SK-065;Electrical Safety Fundamentals;lockout-tagout-procedures-scorm12-l3swtzib;LOTO-02;LOTO;SKILLS;Learning;B
SK-079;Personal Safety;lockout-tagout-procedures-scorm12-l3swtzib;LOTO-02;LOTO;SKILLS;Learning;B
SK-083;Safety;lockout-tagout-procedures-scorm12-l3swtzib;LOTO-02;LOTO;SKILLS;Learning;B
SK-096;LOTO Fundamentals;lockout-tagout-procedures-abnormal-lockout-removal-procedures-scorm12-x9mn1h5s;LOTO-03;LOTO;SKILLS;Working;C
SK-094;Complex LOTO Procedures;lockout-tagout-procedures-complex-lockout-tagout-procedures-scorm12-r6juiurw;LOTO-04;LOTO;SKILLS;Working;C
SK-096;LOTO Fundamentals;lockout-tagout-procedures-complex-lockout-tagout-procedures-scorm12-r6juiurw;LOTO-04;LOTO;SKILLS;Working;C
SK-095;Hazardous Energy Control;lockout-tagout-procedures-hazardous-energy-control-lockout-tagout-scorm12-berhmiwr;LOTO-05;LOTO;SKILLS;Working;C
SK-096;LOTO Fundamentals;lockout-tagout-procedures-hazardous-energy-control-lockout-tagout-scorm12-berhmiwr;LOTO-05;LOTO;SKILLS;Working;C
SK-082;Return to Service;lockout-tagout-procedures-return-to-service-procedures-scorm12-_dkqhcuy;LOTO-06;LOTO;SKILLS;Working;C
SK-096;LOTO Fundamentals;lockout-tagout-procedures-return-to-service-procedures-scorm12-_dkqhcuy;LOTO-06;LOTO;SKILLS;Working;C
SK-096;LOTO Fundamentals;lockout-tagout-procedures-simple-lockout-tagout-procedures-scorm12-rj5zpfvf;LOTO-07;LOTO;SKILLS;Working;C
SK-098;Simple LOTO Procedures;lockout-tagout-procedures-simple-lockout-tagout-procedures-scorm12-rj5zpfvf;LOTO-07;LOTO;SKILLS;Working;C
SK-096;LOTO Fundamentals;lockout-tagout-procedures-verifying-a-de-energized-condition-scorm12-ukdghbg_;LOTO-08;LOTO;SKILLS;Working;C
SK-082;Return to Service;return-to-service-procedures-scorm12-m0ufppq_;LOTO-09;LOTO;SKILLS;Working;B
SK-054;Quality Control;return-to-service-procedures-scorm12-m0ufppq_;LOTO-09;LOTO;SKILLS;Working;B
SK-065;Electrical Safety Fundamentals;return-to-service-procedures-scorm12-m0ufppq_;LOTO-09;LOTO;SKILLS;Learning;B
SK-083;Safety;return-to-service-procedures-scorm12-m0ufppq_;LOTO-09;LOTO;SKILLS;Learning;B
SK-098;Simple LOTO Procedures;simple-lockout-tagout-procedures-scorm12-9lnzkite;LOTO-10;LOTO;SKILLS;Working;B
SK-096;LOTO Fundamentals;simple-lockout-tagout-procedures-scorm12-9lnzkite;LOTO-10;LOTO;SKILLS;Working;B
SK-013;Leading with Purpose;simple-lockout-tagout-procedures-scorm12-9lnzkite;LOTO-10;LOTO;SKILLS;Learning;B
SK-030;Project Planning & Execution;simple-lockout-tagout-procedures-scorm12-9lnzkite;LOTO-10;LOTO;SKILLS;Learning;B
SK-066;Electrical Work Safety;simple-lockout-tagout-procedures-scorm12-9lnzkite;LOTO-10;LOTO;SKILLS;Learning;B
SK-096;LOTO Fundamentals;verifying-a-de-energized-condition-scorm12-tl-lwmmj;LOTO-11;LOTO;SKILLS;Working;B
SK-063;Electrical Hazard Recognition;verifying-a-de-energized-condition-scorm12-tl-lwmmj;LOTO-11;LOTO;SKILLS;Working;B
SK-079;Personal Safety;verifying-a-de-energized-condition-scorm12-tl-lwmmj;LOTO-11;LOTO;SKILLS;Learning;B
SK-083;Safety;verifying-a-de-energized-condition-scorm12-tl-lwmmj;LOTO-11;LOTO;SKILLS;Learning;B
SK-123;ViewPoint Change Orders;approving-change-orders-in-view-point-scorm12-eorbjkg_;PC-00;PC;SKILLS;Working;A
SK-121;Accessing Pending Change Orders;approving-change-orders-in-view-point-scorm12-eorbjkg_;PC-00;PC;SKILLS;Working;A
SK-123;ViewPoint Change Orders;creating-a-pending-change-orders-in-view-point-scorm12-cir_kuef;PC-01;PC;SKILLS;Working;A
SK-121;Accessing Pending Change Orders;creating-a-pending-change-orders-in-view-point-scorm12-cir_kuef;PC-01;PC;SKILLS;Working;A
SK-026;Performance Reviews;conducting-effective-performance-reviews-scorm12-8ihyn2kz;PERF-00;PERF;SKILLS;Working;A
SK-019;Conducting Evaluations;conducting-effective-performance-reviews-scorm12-8ihyn2kz;PERF-00;PERF;SKILLS;Working;A
SK-027;Identifying Strengths & Values;conducting-effective-performance-reviews-scorm12-8ihyn2kz;PERF-00;PERF;SKILLS;Learning;B
SK-031;Strategic Thinking;conducting-effective-performance-reviews-scorm12-8ihyn2kz;PERF-00;PERF;SKILLS;Learning;B
SK-035;Team Motivation Fundamentals;conducting-effective-performance-reviews-scorm12-8ihyn2kz;PERF-00;PERF;SKILLS;Learning;B
SK-026;Performance Reviews;conducting effective performance reviews - scorm;PERF-01;PERF;SKILLS;Working;C
SK-021;Corrective Counseling;corrective-counseling-and-performance-reviews-d-scorm12-dgptjd8r;PERF-02;PERF;SKILLS;Working;C
SK-026;Performance Reviews;corrective-counseling-and-performance-reviews-d-scorm12-dgptjd8r;PERF-02;PERF;SKILLS;Working;C
SK-101;Handling Resistance in Counseling;corrective-counseling-and-performance-reviews-d-scorm12-dgptjd8r;PERF-02;PERF;SKILLS;Learning;C
SK-011;Leadership;performance-management-scorm12-yNAMmSEg;PERF-03;PERF;SKILLS;Working;A
SK-028;Planning & Scheduling;performance-management-scorm12-yNAMmSEg;PERF-03;PERF;SKILLS;Working;A
SK-079;Personal Safety;performance-management-scorm12-yNAMmSEg;PERF-03;PERF;SKILLS;Learning;B
SK-028;Planning & Scheduling;introduction-to-planning-and-controlling-hazards-t-r-a-c-k-scorm12-nrpeh-rf;SAFE-00;SAFE;SKILLS;Working;B
SK-030;Project Planning & Execution;introduction-to-planning-and-controlling-hazards-t-r-a-c-k-scorm12-nrpeh-rf;SAFE-00;SAFE;SKILLS;Working;B
SK-080;Pre-Task Safety Planning;introduction-to-planning-and-controlling-hazards-t-r-a-c-k-scorm12-nrpeh-rf;SAFE-00;SAFE;SKILLS;Learning;B
SK-083;Safety;introduction-to-planning-and-controlling-hazards-t-r-a-c-k-scorm12-nrpeh-rf;SAFE-00;SAFE;SKILLS;Learning;B
SK-081;Regulatory Inspections;osh-as-focus-four-workplace-hazards-scorm12-_eefrmuc;SAFE-01;SAFE;SKILLS;Working;C
SK-054;Quality Control;workplace-inspections-pre-task-assessments-briefings-scorm12-mpjt1kbi;SAFE-02;SAFE;SKILLS;Working;C
SK-080;Pre-Task Safety Planning;workplace-inspections-pre-task-assessments-briefings-scorm12-mpjt1kbi;SAFE-02;SAFE;SKILLS;Working;C
SK-081;Regulatory Inspections;workplace-inspections-pre-task-assessments-briefings-scorm12-mpjt1kbi;SAFE-02;SAFE;SKILLS;Learning;C
SK-086;Safety Inspections;workplace-inspections-pre-task-assessments-briefings-scorm12-mpjt1kbi;SAFE-02;SAFE;SKILLS;Learning;C
SK-073;Injury Management;safety-coordinator-10-0-injury-case-management-scorm12-bhn-skit;SC-00;SC;SKILLS;Working;C
SK-083;Safety;safety-coordinator-10-0-injury-case-management-scorm12-bhn-skit;SC-00;SC;SKILLS;Working;C
SK-081;Regulatory Inspections;safety-coordinator-11-0-osha-msha-inspections-scorm12-1cfxq7kp;SC-01;SC;SKILLS;Working;C
SK-054;Quality Control;safety-coordinator-11-0-osha-msha-inspections-scorm12-1cfxq7kp;SC-01;SC;SKILLS;Working;C
SK-083;Safety;safety-coordinator-11-0-osha-msha-inspections-scorm12-1cfxq7kp;SC-01;SC;SKILLS;Learning;C
SK-083;Safety;safety-coordinator-4-0-task-training-scorm12-1lqdglp;SC-02;SC;SKILLS;Working;C
SK-083;Safety;safety-coordinator-5-0-safety-meetings-scorm12--kplybaq;SC-03;SC;SKILLS;Working;C
SK-028;Planning & Scheduling;safety-coordinator-6-0-project-planning-identifying-hazards-scorm12-pa7utguc;SC-04;SC;SKILLS;Working;C
SK-029;Project Planning;safety-coordinator-6-0-project-planning-identifying-hazards-scorm12-pa7utguc;SC-04;SC;SKILLS;Working;C
SK-030;Project Planning & Execution;safety-coordinator-6-0-project-planning-identifying-hazards-scorm12-pa7utguc;SC-04;SC;SKILLS;Learning;C
SK-083;Safety;safety-coordinator-6-0-project-planning-identifying-hazards-scorm12-pa7utguc;SC-04;SC;SKILLS;Learning;C
SK-054;Quality Control;safety-coordinator-7-0-safety-inspections-scorm12-dsf-btet;SC-05;SC;SKILLS;Working;C
SK-081;Regulatory Inspections;safety-coordinator-7-0-safety-inspections-scorm12-dsf-btet;SC-05;SC;SKILLS;Working;C
SK-083;Safety;safety-coordinator-7-0-safety-inspections-scorm12-dsf-btet;SC-05;SC;SKILLS;Learning;C
SK-086;Safety Inspections;safety-coordinator-7-0-safety-inspections-scorm12-dsf-btet;SC-05;SC;SKILLS;Learning;C
SK-083;Safety;safety-coordinator-8-0-disciplinary-action-scorm12-efm1bzaa;SC-06;SC;SKILLS;Working;C
SK-072;Incident Investigation;safety-coordinator-9-0-accident-incident-investigations-scorm12-viiehqfz;SC-07;SC;SKILLS;Working;C
SK-083;Safety;safety-coordinator-9-0-accident-incident-investigations-scorm12-viiehqfz;SC-07;SC;SKILLS;Working;C
SK-083;Safety;a-commitment-to-zero-broken-lives-new-hire-safety-orientation-scorm12-k9ggo4z0;SO-00;SO;SKILLS;Working;B
SK-019;Conducting Evaluations;a-commitment-to-zero-broken-lives-new-hire-safety-orientation-scorm12-k9ggo4z0;SO-00;SO;SKILLS;Working;B
SK-083;Safety;commitment-to-safety-a-shared-responsibility-new-hire-safety-orientation-scorm12-2jvergv-;SO-01;SO;SKILLS;Working;B
SK-040;Continuous Improvement;commitment-to-safety-a-shared-responsibility-new-hire-safety-orientation-scorm12-2jvergv-;SO-01;SO;SKILLS;Working;B
SK-083;Safety;gs-ls-new-hire-safety-orientation-scorm12-l1evm0ft;SO-02;SO;SKILLS;Working;A
SK-005;Culture;gs-ls-new-hire-safety-orientation-scorm12-l1evm0ft;SO-02;SO;SKILLS;Working;A
SK-006;Values Alignment;gs-ls-new-hire-safety-orientation-scorm12-l1evm0ft;SO-02;SO;SKILLS;Learning;B
SK-028;Planning & Scheduling;gs-ls-new-hire-safety-orientation-scorm12-l1evm0ft;SO-02;SO;SKILLS;Learning;B
SK-084;Safety Awareness & Culture;gs-ls-new-hire-safety-orientation-scorm12-l1evm0ft;SO-02;SO;SKILLS;Learning;B
SK-025;Nevada Employee Rights;nevadas-employee-rights-and-responsibilities-new-hire-safety-orientation-scorm12-sru8a0g6;SO-03;SO;SKILLS;Working;B
SK-083;Safety;nevadas-employee-rights-and-responsibilities-new-hire-safety-orientation-scorm12-sru8a0g6;SO-03;SO;SKILLS;Working;B
SK-093;Written Program & Employee Rights;nevadas-employee-rights-and-responsibilities-new-hire-safety-orientation-scorm12-sru8a0g6;SO-03;SO;SKILLS;Learning;B
SK-079;Personal Safety;nevadas-employee-rights-and-responsibilities-new-hire-safety-orientation-scorm12-sru8a0g6;SO-03;SO;SKILLS;Learning;B
SK-083;Safety;new-hire-safety-orientation-scorm12-n-zkxxau;SO-04;SO;SKILLS;Working;B
SK-040;Continuous Improvement;new-hire-safety-orientation-scorm12-n-zkxxau;SO-04;SO;SKILLS;Working;B
SK-066;Electrical Work Safety;new-hire-safety-orientation-scorm12-n-zkxxau;SO-04;SO;SKILLS;Learning;B
SK-079;Personal Safety;new-hire-safety-orientation-scorm12-n-zkxxau;SO-04;SO;SKILLS;Learning;B
SK-083;Safety;safety-coordinator-3-0-employee-safety-orientation-scorm12-wwdhs8xs;SO-05;SO;SKILLS;Working;C
SK-034;Team Morale;chapter-11-building-and-maintaining-team-morale-scorm12-o9ngi2ph;TEAM-00;TEAM;SKILLS;Working;A
SK-011;Leadership;chapter-11-building-and-maintaining-team-morale-scorm12-o9ngi2ph;TEAM-00;TEAM;SKILLS;Working;A
SK-013;Leading with Purpose;chapter-11-building-and-maintaining-team-morale-scorm12-o9ngi2ph;TEAM-00;TEAM;SKILLS;Learning;B
SK-016;Field Leadership;chapter-11-building-and-maintaining-team-morale-scorm12-o9ngi2ph;TEAM-00;TEAM;SKILLS;Learning;B
SK-023;Employee Motivation;chapter-11-building-and-maintaining-team-morale-scorm12-o9ngi2ph;TEAM-00;TEAM;SKILLS;Learning;B
SK-033;Team Management;chapter-6-introduction-to-team-management-scorm12-ywlcwpmw;TEAM-01;TEAM;SKILLS;Working;A
SK-011;Leadership;chapter-6-introduction-to-team-management-scorm12-ywlcwpmw;TEAM-01;TEAM;SKILLS;Working;A
SK-016;Field Leadership;chapter-6-introduction-to-team-management-scorm12-ywlcwpmw;TEAM-01;TEAM;SKILLS;Learning;B
SK-018;Foreman Role & Responsibilities;chapter-6-introduction-to-team-management-scorm12-ywlcwpmw;TEAM-01;TEAM;SKILLS;Learning;B
SK-027;Identifying Strengths & Values;chapter-6-introduction-to-team-management-scorm12-ywlcwpmw;TEAM-01;TEAM;SKILLS;Learning;B
SK-023;Employee Motivation;increasing-self-motivation-scorm12-npmiqa6h;TEAM-02;TEAM;SKILLS;Working;A
SK-106;EQ Leadership;increasing-self-motivation-scorm12-npmiqa6h;TEAM-02;TEAM;SKILLS;Working;A
SK-107;Emotional Intelligence (EQ);increasing-self-motivation-scorm12-npmiqa6h;TEAM-02;TEAM;SKILLS;Learning;B
SK-112;Building Relationships;increasing-self-motivation-scorm12-npmiqa6h;TEAM-02;TEAM;SKILLS;Learning;B
SK-023;Employee Motivation;increasing-your-self-motivation-scorm12-s0eqm439;TEAM-03;TEAM;SKILLS;Working;A
SK-035;Team Motivation Fundamentals;motivating-your-team-scorm12-c3gfnv1x;TEAM-04;TEAM;SKILLS;Working;A
SK-011;Leadership;motivating-your-team-scorm12-c3gfnv1x;TEAM-04;TEAM;SKILLS;Working;A
SK-023;Employee Motivation;motivating-your-team-scorm12-c3gfnv1x;TEAM-04;TEAM;SKILLS;Learning;B
SK-038;Project Team Leadership;motivating-your-team-scorm12-c3gfnv1x;TEAM-04;TEAM;SKILLS;Learning;B
SK-007;Values-Driven Leadership;1-0-coach-k-teaches-values-driven-leadership-scorm12-xpvxgbur;VDL-00;VDL;SKILLS;Working;A
SK-011;Leadership;1-0-coach-k-teaches-values-driven-leadership-scorm12-xpvxgbur;VDL-00;VDL;SKILLS;Working;A
SK-006;Values Alignment;1-0-coach-k-teaches-values-driven-leadership-scorm12-xpvxgbur;VDL-00;VDL;SKILLS;Learning;B
SK-007;Values-Driven Leadership;ab06661d-8075-4ede-84eb-8fb88fd3d500;VDL-02;VDL;SKILLS;Working;A
SK-011;Leadership;ab06661d-8075-4ede-84eb-8fb88fd3d500;VDL-02;VDL;SKILLS;Working;A
SK-006;Values Alignment;ab06661d-8075-4ede-84eb-8fb88fd3d500;VDL-02;VDL;SKILLS;Learning;B
SK-005;Culture;ab06661d-8075-4ede-84eb-8fb88fd3d500;VDL-02;VDL;SKILLS;Learning;B
SK-008;Accountability;ab06661d-8075-4ede-84eb-8fb88fd3d500;VDL-02;VDL;SKILLS;Learning;B
SK-011;Leadership;values-driven-leadership-10-planning-your-next-play-scorm12-znlyq13u;VDL-03;VDL;SKILLS;Working;A
SK-006;Values Alignment;values-driven-leadership-10-planning-your-next-play-scorm12-znlyq13u;VDL-03;VDL;SKILLS;Working;A
SK-007;Values-Driven Leadership;values-driven-leadership-10-planning-your-next-play-scorm12-znlyq13u;VDL-03;VDL;SKILLS;Learning;B
SK-028;Planning & Scheduling;values-driven-leadership-10-planning-your-next-play-scorm12-znlyq13u;VDL-03;VDL;SKILLS;Learning;B
SK-005;Culture;values-driven-leadership-10-planning-your-next-play-scorm12-znlyq13u;VDL-03;VDL;SKILLS;Learning;B
SK-011;Leadership;values-driven-leadership-12-improve-individual-performance-scorm12-nz5spqu9;VDL-04;VDL;SKILLS;Working;A
SK-006;Values Alignment;values-driven-leadership-12-improve-individual-performance-scorm12-nz5spqu9;VDL-04;VDL;SKILLS;Working;A
SK-007;Values-Driven Leadership;values-driven-leadership-12-improve-individual-performance-scorm12-nz5spqu9;VDL-04;VDL;SKILLS;Learning;B
SK-005;Culture;values-driven-leadership-12-improve-individual-performance-scorm12-nz5spqu9;VDL-04;VDL;SKILLS;Learning;B
SK-014;Self-Awareness;values-driven-leadership-12-improve-individual-performance-scorm12-nz5spqu9;VDL-04;VDL;SKILLS;Learning;B
SK-011;Leadership;values-driven-leadership-13-give-feedback-scorm12-fslze9ua;VDL-05;VDL;SKILLS;Working;A
SK-006;Values Alignment;values-driven-leadership-13-give-feedback-scorm12-fslze9ua;VDL-05;VDL;SKILLS;Working;A
SK-007;Values-Driven Leadership;values-driven-leadership-13-give-feedback-scorm12-fslze9ua;VDL-05;VDL;SKILLS;Learning;B
SK-005;Culture;values-driven-leadership-13-give-feedback-scorm12-fslze9ua;VDL-05;VDL;SKILLS;Learning;B
SK-013;Leading with Purpose;values-driven-leadership-13-give-feedback-scorm12-fslze9ua;VDL-05;VDL;SKILLS;Learning;B
SK-011;Leadership;values-driven-leadership-14-develop-emerging-leaders-scorm12-dsn2azbv;VDL-06;VDL;SKILLS;Working;A
SK-006;Values Alignment;values-driven-leadership-14-develop-emerging-leaders-scorm12-dsn2azbv;VDL-06;VDL;SKILLS;Working;A
SK-007;Values-Driven Leadership;values-driven-leadership-14-develop-emerging-leaders-scorm12-dsn2azbv;VDL-06;VDL;SKILLS;Learning;B
SK-111;Mentoring and Development;values-driven-leadership-14-develop-emerging-leaders-scorm12-dsn2azbv;VDL-06;VDL;SKILLS;Learning;B
SK-112;Building Relationships;values-driven-leadership-14-develop-emerging-leaders-scorm12-dsn2azbv;VDL-06;VDL;SKILLS;Learning;B
SK-011;Leadership;values-driven-leadership-17-bounce-back-from-a-loss-scorm12-1zsyje6f;VDL-07;VDL;SKILLS;Working;A
SK-007;Values-Driven Leadership;values-driven-leadership-17-bounce-back-from-a-loss-scorm12-1zsyje6f;VDL-07;VDL;SKILLS;Working;A
SK-006;Values Alignment;values-driven-leadership-17-bounce-back-from-a-loss-scorm12-1zsyje6f;VDL-07;VDL;SKILLS;Learning;B
SK-005;Culture;values-driven-leadership-17-bounce-back-from-a-loss-scorm12-1zsyje6f;VDL-07;VDL;SKILLS;Learning;B
SK-040;Continuous Improvement;values-driven-leadership-17-bounce-back-from-a-loss-scorm12-1zsyje6f;VDL-07;VDL;SKILLS;Learning;B
SK-011;Leadership;0e803e8d-e40a-47e1-b34c-48b387997be5;VDL-08;VDL;SKILLS;Working;A
SK-006;Values Alignment;0e803e8d-e40a-47e1-b34c-48b387997be5;VDL-08;VDL;SKILLS;Working;A
SK-007;Values-Driven Leadership;0e803e8d-e40a-47e1-b34c-48b387997be5;VDL-08;VDL;SKILLS;Learning;B
SK-005;Culture;0e803e8d-e40a-47e1-b34c-48b387997be5;VDL-08;VDL;SKILLS;Learning;B
SK-008;Accountability;0e803e8d-e40a-47e1-b34c-48b387997be5;VDL-08;VDL;SKILLS;Learning;B
SK-011;Leadership;d226d1a8-172f-41c2-94bb-0a8dce777c94;VDL-09;VDL;SKILLS;Working;A
SK-007;Values-Driven Leadership;d226d1a8-172f-41c2-94bb-0a8dce777c94;VDL-09;VDL;SKILLS;Working;A
SK-006;Values Alignment;d226d1a8-172f-41c2-94bb-0a8dce777c94;VDL-09;VDL;SKILLS;Learning;B
SK-005;Culture;d226d1a8-172f-41c2-94bb-0a8dce777c94;VDL-09;VDL;SKILLS;Learning;B
SK-013;Leading with Purpose;d226d1a8-172f-41c2-94bb-0a8dce777c94;VDL-09;VDL;SKILLS;Learning;B
SK-011;Leadership;02d67ee1-0635-4e68-8128-ee32d9f6b657;VDL-10;VDL;SKILLS;Working;B
SK-006;Values Alignment;02d67ee1-0635-4e68-8128-ee32d9f6b657;VDL-10;VDL;SKILLS;Working;B
SK-007;Values-Driven Leadership;02d67ee1-0635-4e68-8128-ee32d9f6b657;VDL-10;VDL;SKILLS;Learning;B
SK-005;Culture;02d67ee1-0635-4e68-8128-ee32d9f6b657;VDL-10;VDL;SKILLS;Learning;B
SK-008;Accountability;02d67ee1-0635-4e68-8128-ee32d9f6b657;VDL-10;VDL;SKILLS;Learning;B
SK-011;Leadership;d4544a6e-93d6-4241-8c0a-15c45ba89e7a;VDL-11;VDL;SKILLS;Working;A
SK-007;Values-Driven Leadership;d4544a6e-93d6-4241-8c0a-15c45ba89e7a;VDL-11;VDL;SKILLS;Working;A
SK-006;Values Alignment;d4544a6e-93d6-4241-8c0a-15c45ba89e7a;VDL-11;VDL;SKILLS;Learning;B
SK-005;Culture;d4544a6e-93d6-4241-8c0a-15c45ba89e7a;VDL-11;VDL;SKILLS;Learning;B
SK-037;Empowering Teams;d4544a6e-93d6-4241-8c0a-15c45ba89e7a;VDL-11;VDL;SKILLS;Learning;B
SK-011;Leadership;7062beb5-44e6-4646-8344-d7a09c854b08;VDL-12;VDL;SKILLS;Working;A
SK-006;Values Alignment;7062beb5-44e6-4646-8344-d7a09c854b08;VDL-12;VDL;SKILLS;Working;A
SK-007;Values-Driven Leadership;7062beb5-44e6-4646-8344-d7a09c854b08;VDL-12;VDL;SKILLS;Learning;B
SK-005;Culture;7062beb5-44e6-4646-8344-d7a09c854b08;VDL-12;VDL;SKILLS;Learning;B
SK-013;Leading with Purpose;7062beb5-44e6-4646-8344-d7a09c854b08;VDL-12;VDL;SKILLS;Learning;B
SK-011;Leadership;values-driven-leadership-7-the-ultimate-motion-offense-scorm12-5bpb44hj;VDL-13;VDL;SKILLS;Working;A
SK-006;Values Alignment;values-driven-leadership-7-the-ultimate-motion-offense-scorm12-5bpb44hj;VDL-13;VDL;SKILLS;Working;A
SK-007;Values-Driven Leadership;values-driven-leadership-7-the-ultimate-motion-offense-scorm12-5bpb44hj;VDL-13;VDL;SKILLS;Learning;B
SK-005;Culture;values-driven-leadership-7-the-ultimate-motion-offense-scorm12-5bpb44hj;VDL-13;VDL;SKILLS;Learning;B
SK-037;Empowering Teams;values-driven-leadership-7-the-ultimate-motion-offense-scorm12-5bpb44hj;VDL-13;VDL;SKILLS;Learning;B
SK-011;Leadership;values-driven-leadership-8-effective-communication-scorm12-neuqm88y;VDL-14;VDL;SKILLS;Working;A
SK-006;Values Alignment;values-driven-leadership-8-effective-communication-scorm12-neuqm88y;VDL-14;VDL;SKILLS;Working;A
SK-007;Values-Driven Leadership;values-driven-leadership-8-effective-communication-scorm12-neuqm88y;VDL-14;VDL;SKILLS;Learning;B
SK-099;Communication;values-driven-leadership-8-effective-communication-scorm12-neuqm88y;VDL-14;VDL;SKILLS;Learning;B
SK-100;Effective Communication;values-driven-leadership-8-effective-communication-scorm12-neuqm88y;VDL-14;VDL;SKILLS;Learning;B
SK-011;Leadership;values-driven-leadership-9-leading-with-emotion-scorm12-grnz0lav;VDL-15;VDL;SKILLS;Working;A
SK-006;Values Alignment;values-driven-leadership-9-leading-with-emotion-scorm12-grnz0lav;VDL-15;VDL;SKILLS;Working;A
